Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Cit,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4314.342061361377,106.5,106.5,325.0,168328.91960119174
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4226.494702929068,106.5,106.5,325.0,168328.91960119174
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4129.224345551977,106.5,106.5,325.0,168328.91960119174
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4032.7656217980007,106.5,106.5,325.0,168328.91960119174
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3958.9184273318865,106.5,106.5,325.0,168328.91960119174
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3909.51955158528,106.5,106.5,325.0,168328.91960119174
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3838.8161656143634,106.49999999801335,106.5,325.0,168328.91960119174
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3767.6267259124575,94.28571428336275,106.5,325.0,168328.91960119174
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3714.689211849144,94.28571428336275,106.5,325.0,168328.91960119174
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3671.8875193241056,94.28571428336275,106.5,325.0,168328.91960119174
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3630.1895352306333,94.28571428336275,106.5,325.0,168328.91960119174
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7618617730002,6378.430047131589,0.0,0.0,0.0,132411.272610706
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8478301725004,6201.038751949761,0.0,0.0,325.0,135354.83400157437
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480975003,6016.853642365808,0.0,0.0,325.0,141139.0393012388
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1328.8096631350002,5812.544566681886,0.0,0.0,325.0,147234.74209315993
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1346.6954388160004,5674.7793779606345,0.0,0.0,325.0,153119.9744933112
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.6340230145001,5510.388670581027,0.0,0.0,325.0,161968.34263756374
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1388.9682189925002,5378.765557874628,0.0,0.0,325.0,166385.77106085396
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,5229.42179408768,0.0,0.0,325.0,169590.4191123514
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,5134.077446084013,0.0,0.0,325.0,169590.4191123514
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4985.086807082851,0.0,0.0,325.0,169590.4191123514
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4860.485453639491,0.0,0.0,325.0,169590.4191123514
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4751.952341525268,0.0,0.0,325.0,169590.4191123514
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4654.247950636103,0.0,0.0,325.0,169590.4191123514
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4555.050410648696,0.0,0.0,325.0,169590.4191123514
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4455.013980622233,0.0,0.0,325.0,169590.4191123514
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4358.5041696647195,106.5,106.5,325.0,169590.4191123514
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4280.695547008369,106.5,106.5,325.0,169590.4191123514
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4198.676769450854,106.5,106.5,325.0,169590.4191123514
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4119.839373045105,106.5,106.5,325.0,169590.4191123514
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,4054.0596637429803,106.5,106.5,325.0,169590.4191123514
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3964.425295939084,106.5,106.5,325.0,169590.4191123514
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3899.5997988399895,106.49999999801291,106.5,325.0,169590.4191123514
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3843.999536180471,94.28571428336222,106.5,325.0,169590.4191123514
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3782.5404821338743,94.28571428336222,106.5,325.0,169590.4191123514
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3724.8095237978814,94.28571428336222,106.5,325.0,169590.4191123514
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,3675.955560035037,94.28571428336222,106.5,325.0,169590.4191123514
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.8502354910001,6331.0743374896565,0.0,0.0,0.0,132313.49342432036
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8358046405003,6131.560792672347,0.0,0.0,325.0,135328.8392308072
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480975005,5963.948554953704,0.0,0.0,325.0,141402.5189766018
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1329.3168315835003,5826.064182798095,0.0,0.0,325.0,147160.44781264133
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1347.5109161955002,5669.7903457702,0.0,0.0,325.0,152900.2067042029
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1376.8177063044998,5532.615670783534,0.0,0.0,325.0,162288.3543825461
6,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1382.2587228904997,5394.270757845442,0.0,0.0,325.0,164122.5479803767
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,5219.010733482579,0.0,0.0,325.0,167033.78893109347
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,5059.350703092185,0.0,0.0,325.0,167033.78893109347
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4928.236948074959,0.0,0.0,325.0,167033.78893109347
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4797.019878188785,0.0,0.0,325.0,167033.78893109347
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4704.472514819964,0.0,0.0,325.0,167033.78893109347
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4589.215368524075,0.0,0.0,325.0,167033.78893109347
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4492.8876984554545,0.0,0.0,325.0,167033.78893109347
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4413.594361700844,0.0,0.0,325.0,167033.78893109347
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4314.008688617947,106.5,106.5,325.0,167033.78893109347
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4239.1305731883995,106.5,106.5,325.0,167033.78893109347
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4163.256015534565,106.5,106.5,325.0,167033.78893109347
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4101.761585119326,106.5,106.5,325.0,167033.78893109347
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,4018.6400051477945,106.5,106.5,325.0,167033.78893109347
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3949.8858520014646,106.5,106.5,325.0,167033.78893109347
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3885.1693494028273,106.49999999797694,106.5,325.0,167033.78893109347
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3812.5153606073172,94.28571428331963,106.5,325.0,167033.78893109347
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3753.442100377316,94.28571428331963,106.5,325.0,167033.78893109347
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3708.814655130468,94.28571428331963,106.5,325.0,167033.78893109347
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1391.437216891,3650.9214394907835,94.28571428331963,106.5,325.0,167033.78893109347
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7954185525,6348.315507088916,0.0,0.0,0.0,132359.03028685926
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.986994735,6133.688107288686,0.0,0.0,325.0,135348.96107913624
2,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1306.4137289485,5944.893341714266,0.0,0.0,325.0,139938.36491550482
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1324.0789226925,5744.282144714765,0.0,0.0,325.0,145647.4791703663
4,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1347.8682772695004,5610.464383279669,0.0,0.0,325.0,153143.40461214192
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.7452365890001,5465.027641454479,0.0,0.0,325.0,161659.4721033747
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1389.6170108620001,5317.420647314541,0.0,0.0,325.0,165944.26276264957
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,5181.005049628331,0.0,0.0,325.0,168949.13012066582
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,5044.633102499939,0.0,0.0,325.0,168949.13012066582
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4913.8734140778415,0.0,0.0,325.0,168949.13012066582
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4804.245882793543,0.0,0.0,325.0,168949.13012066582
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4707.606015843905,0.0,0.0,325.0,168949.13012066582
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4585.0605368525385,0.0,0.0,325.0,168949.13012066582
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4503.200748353929,0.0,0.0,325.0,168949.13012066582
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4374.424207746275,0.0,0.0,325.0,168949.13012066582
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4293.441865130093,106.5,106.5,325.0,168949.13012066582
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4210.273619861513,106.5,106.5,325.0,168949.13012066582
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4140.140646726969,106.5,106.5,325.0,168949.13012066582
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,4052.1848088977904,106.5,106.5,325.0,168949.13012066582
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3971.4453630373096,106.5,106.5,325.0,168949.13012066582
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3905.755901661611,106.5,106.5,325.0,168949.13012066582
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3837.392898247965,106.49999999801646,106.5,325.0,168949.13012066582
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3783.681638007633,94.28571428336642,106.5,325.0,168949.13012066582
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3720.619104374515,94.28571428336642,106.5,325.0,168949.13012066582
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3667.5796616634984,94.28571428336642,106.5,325.0,168949.13012066582
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.7955048625006,3604.125205752148,94.28571428336642,106.5,325.0,168949.13012066582
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7618545624994,6339.1379565563775,0.0,0.0,0.0,132242.86728182744
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8358046404994,6129.6630342680455,0.0,0.0,325.0,135188.42176248538
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480974996,5952.020840639134,0.0,0.0,325.0,141191.3582076352
3,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1323.3921885469995,5779.734550856381,0.0,0.0,325.0,145558.6523972606
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1341.7866326585004,5629.766713355422,0.0,0.0,325.0,151141.36751871166
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1368.5499711530006,5462.6962697671415,0.0,0.0,325.0,159736.3156235499
6,3.0,0.0,1.0,0.5,4.5,182.0,5.0,1388.9682189925006,5318.40924884795,0.0,0.0,325.0,166453.75634536188
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,5173.247837453727,0.0,0.0,325.0,169541.35333242157
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,5072.4011187393535,0.0,0.0,325.0,169541.35333242157
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4957.544527070363,0.0,0.0,325.0,169541.35333242157
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4852.8035885086865,0.0,0.0,325.0,169541.35333242157
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4758.921902398681,0.0,0.0,325.0,169541.35333242157
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4645.522895371055,0.0,0.0,325.0,169541.35333242157
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4525.147717523675,0.0,0.0,325.0,169541.35333242157
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4437.823826371283,0.0,0.0,325.0,169541.35333242157
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4345.049273382207,106.5,106.5,325.0,169541.35333242157
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4285.097332455568,106.5,106.5,325.0,169541.35333242157
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4166.596537918915,106.5,106.5,325.0,169541.35333242157
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4088.92123007542,106.5,106.5,325.0,169541.35333242157
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,4030.745122080063,106.5,106.5,325.0,169541.35333242157
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3961.1401253366507,106.5,106.5,325.0,169541.35333242157
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3885.6526534672616,106.4999999980129,106.5,325.0,169541.35333242157
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3814.105425061501,94.28571428336221,106.5,325.0,169541.35333242157
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3753.457321706359,94.28571428336221,106.5,325.0,169541.35333242157
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3688.26088821431,94.28571428336221,106.5,325.0,169541.35333242157
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930006,3634.384270377631,94.28571428336221,106.5,325.0,169541.35333242157
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7618617730004,6297.623948191295,0.0,0.0,0.0,131918.11725910305
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.9974194965005,6096.2772226049565,0.0,0.0,325.0,134808.57967753673
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9975104485004,5899.194729888476,0.0,0.0,325.0,140806.21643242607
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1328.8096631350002,5723.994943378184,0.0,0.0,325.0,147014.63083868675
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1346.9670646444995,5564.873429338203,0.0,0.0,325.0,152739.74095603262
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.0964447195,5415.363102778929,0.0,0.0,325.0,161883.71110243624
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1388.9682189925,5281.441884572624,0.0,0.0,325.0,166125.44608875964
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,5133.785477041745,0.0,0.0,325.0,168987.5496208827
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,5023.202937743924,0.0,0.0,325.0,168987.5496208827
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4907.854805732626,0.0,0.0,325.0,168987.5496208827
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4801.5284208970415,0.0,0.0,325.0,168987.5496208827
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4695.346571557142,0.0,0.0,325.0,168987.5496208827
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4609.475658180914,0.0,0.0,325.0,168987.5496208827
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4504.259313027211,0.0,0.0,325.0,168987.5496208827
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4411.39955304981,0.0,0.0,325.0,168987.5496208827
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4316.355366049738,106.5,106.5,325.0,168987.5496208827
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4240.885271840972,106.5,106.5,325.0,168987.5496208827
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4153.14051724618,106.5,106.5,325.0,168987.5496208827
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4080.0787978659896,106.5,106.5,325.0,168987.5496208827
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,4014.9438930368624,106.5,106.5,325.0,168987.5496208827
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3947.83003572289,106.5,106.5,325.0,168987.5496208827
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3904.4534047050133,106.49999999801307,106.5,325.0,168987.5496208827
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3827.9864895323185,94.28571428336241,106.5,325.0,168987.5496208827
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3761.935044040273,94.28571428336241,106.5,325.0,168987.5496208827
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3709.083089765921,94.28571428336241,106.5,325.0,168987.5496208827
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929995,3653.7154908732296,94.28571428336241,106.5,325.0,168987.5496208827
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7589781004997,6337.267841163325,0.0,0.0,0.0,132383.924449526
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8477925149998,6166.933707459147,0.0,0.0,325.0,135355.82838647938
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1310.0420980924991,5969.254636595506,0.0,0.0,325.0,141363.48222271923
3,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1323.430130822999,5807.266537079655,0.0,0.0,325.0,145701.29783670302
4,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1346.949168130499,5628.197452123426,0.0,0.0,325.0,153214.38345516243
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.2662670349994,5490.537867699321,0.0,0.0,325.0,162082.69818431427
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1388.0992360309992,5346.192540335552,0.0,0.0,325.0,166352.22878403318
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,5198.324204089433,0.0,0.0,325.0,169588.0609288306
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,5040.139830381719,0.0,0.0,325.0,169588.0609288306
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4940.530091348924,0.0,0.0,325.0,169588.0609288306
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4827.136873430068,0.0,0.0,325.0,169588.0609288306
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4719.944604807074,0.0,0.0,325.0,169588.0609288306
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4614.760964675291,0.0,0.0,325.0,169588.0609288306
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4538.5267839466815,0.0,0.0,325.0,169588.0609288306
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4424.125214900182,0.0,0.0,325.0,169588.0609288306
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4333.565692461643,106.5,106.5,325.0,169588.0609288306
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4243.585994474317,106.5,106.5,325.0,169588.0609288306
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4166.281287362046,106.5,106.5,325.0,169588.0609288306
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,4081.0762200263275,106.5,106.5,325.0,169588.0609288306
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3999.1240514094316,106.5,106.5,325.0,169588.0609288306
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3948.4980417687593,106.5,106.5,325.0,169588.0609288306
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3879.90044476989,106.49999999801321,106.5,325.0,169588.0609288306
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3801.6563295682254,94.28571428336257,106.5,325.0,169588.0609288306
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3743.498339023388,94.28571428336257,106.5,325.0,169588.0609288306
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3681.050688208008,94.28571428336257,106.5,325.0,169588.0609288306
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859992,3636.9188622806473,94.28571428336257,106.5,325.0,169588.0609288306
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.8166715010007,6513.274735569635,0.0,0.0,0.0,132112.95136696356
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8477925150005,6301.6364760949855,0.0,0.0,325.0,135023.41315357378
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480975003,6102.476802041429,0.0,0.0,325.0,140859.23441215552
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1328.991423133,5918.433234579469,0.0,0.0,325.0,146954.2595645267
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1346.9491681304999,5749.017430392707,0.0,0.0,325.0,152739.41620950509
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.6888869074996,5593.219234587478,0.0,0.0,325.0,161754.38569987353
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1389.0230828854997,5432.330888423194,0.0,0.0,325.0,166199.26526433072
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,5286.842439763706,0.0,0.0,325.0,169106.45337569882
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,5179.542556153282,0.0,0.0,325.0,169106.45337569882
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,5050.43859566514,0.0,0.0,325.0,169106.45337569882
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4950.202156129769,0.0,0.0,325.0,169106.45337569882
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4830.430063805682,0.0,0.0,325.0,169106.45337569882
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4707.73484384047,0.0,0.0,325.0,169106.45337569882
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4586.339576903854,0.0,0.0,325.0,169106.45337569882
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4454.632830295779,0.0,0.0,325.0,169106.45337569882
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4382.561962264941,106.5,106.5,325.0,169106.45337569882
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4279.7487451174375,106.5,106.5,325.0,169106.45337569882
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4197.055400480838,106.5,106.5,325.0,169106.45337569882
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4123.380115396335,106.5,106.5,325.0,169106.45337569882
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,4034.4657568446783,106.5,106.5,325.0,169106.45337569882
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3949.910480754905,106.5,106.5,325.0,169106.45337569882
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3887.5857650109683,106.49999999801321,106.5,325.0,169106.45337569882
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3818.8963248906794,94.28571428336257,106.5,325.0,169106.45337569882
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3773.9658776621436,94.28571428336257,106.5,325.0,169106.45337569882
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3706.362949785775,94.28571428336257,106.5,325.0,169106.45337569882
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.2015768859997,3660.533490970041,94.28571428336257,106.5,325.0,169106.45337569882
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.906934765,6396.625775253707,0.0,0.0,0.0,131672.26021294328
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8358046404999,6668.629411121422,0.0,0.0,325.0,134560.11356101753
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480974998,6966.3116128116,0.0,0.0,325.0,140527.0964723026
3,6.0,0.0,1.0,0.5,4.5,182.0,5.0,1328.8096631349997,7279.1763849812305,0.0,0.0,325.0,146589.539122201
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1346.6954388159998,7603.313379701635,0.0,0.0,325.0,152298.79726928406
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1375.0964447195001,7935.173244594988,0.0,0.0,325.0,161642.88844539988
6,2.0,0.0,1.0,0.5,4.5,182.0,5.0,1388.9682189925002,8305.50507937008,0.0,0.0,325.0,165826.4462301755
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,8696.929748272109,0.0,0.0,325.0,169023.00290958644
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,9085.708769416127,0.0,0.0,325.0,169023.00290958644
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,9511.332097971084,0.0,0.0,325.0,169023.00290958644
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,9950.316606001319,0.0,0.0,325.0,169023.00290958644
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129930002,10414.111314919137,0.0,0.0,325.0,169023.00290958644
