Step,# citizen coalitions,# citizens in coalition,# regulator coalitions,# regulators in coalition,# stakeholder coalitions,# stakeholders in coalition,Acceptable range,Disruption,Initial number,NGO message,Need,Num Properties,Procedure,Spatial decay rate,Sponsor message,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
22,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,67.39999998636452,71.0,636.8571522146418,0
23,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,67.39999998636452,71.0,636.8571522146418,0
24,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,67.39999998636452,71.0,636.8571522146418,0
0,4,10,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,650.0,0
2,8,22,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,650.0,0
3,9,26,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,650.0,0
4,10,30,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,650.0,0
5,11,33,0,0,7,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,646.8210512794928,0
6,12,36,0,0,8,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,645.7831479587956,0
7,13,39,0,0,9,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,644.7616935087523,0
8,14,42,0,0,10,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,643.9757198505594,0
9,15,45,0,0,11,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,643.1277196481334,0
10,16,48,0,0,12,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,642.5353195436923,0
11,17,51,0,0,13,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,641.1102761674625,0
12,18,54,0,0,14,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,640.3915893595174,0
13,19,57,0,0,15,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,0.0,0.0,639.7661310812979,0
14,20,60,0,0,16,12,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,638.4888999199125,0
15,21,63,0,0,17,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,637.8911096422869,0
16,22,66,0,0,18,14,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,637.2583301070925,0
17,23,69,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,637.0436393031221,0
18,24,71,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,637.0436393031221,0
19,25,75,0,0,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,71.0,71.0,637.0436393031221,0
20,25,75,1,2,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,70.99999999041495,71.0,637.0436393031221,0
21,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,67.39999998636623,71.0,637.0436393031221,0
22,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,67.39999998636623,71.0,637.0436393031221,0
23,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,67.39999998636623,71.0,637.0436393031221,0
24,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,950,0,0,67.39999998636623,71.0,637.0436393031221,0
0,6,14,0,0,1,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8674134445766,0
8,16,48,0,0,10,4,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9314997820111,0
9,17,51,0,0,11,5,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9840850289909,0
10,18,54,0,0,12,6,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1460053175043,0
11,20,60,0,0,13,6,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1460053175043,0
12,21,63,0,0,14,7,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.2341056946739,0
13,23,69,0,0,15,7,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.2341056946739,0
14,24,72,0,0,16,8,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.5061102612393,0
15,25,75,0,0,17,9,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9593908542647,0
16,26,78,0,0,18,10,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.358688844499,0
17,27,81,0,0,19,11,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.5789206975879,0
18,28,84,0,0,20,12,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.8779419652722,0
19,29,87,0,0,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.2636807594752,0
20,29,87,1,2,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,70.9999999905157,71.0,637.2636807594752,0
21,29,87,2,4,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,67.39999998650956,71.0,637.2636807594752,0
22,29,87,2,4,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,67.39999998650956,71.0,637.2636807594752,0
23,29,87,2,4,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,67.39999998650956,71.0,637.2636807594752,0
24,29,87,2,4,21,13,700,0.5,500,1,3.5,500,3.5,strong,2.5,300,0,0,67.39999998650956,71.0,637.2636807594752,0
0,6,14,0,0,1,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8664470580618,0
8,16,48,0,0,10,4,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.92806199031,0
9,17,51,0,0,11,5,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9078467697736,0
10,18,54,0,0,12,6,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1176928972305,0
11,19,57,0,0,13,7,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.1704593628142,0
12,22,65,0,0,14,7,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.1704593628142,0
13,24,71,0,0,15,7,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.1704593628142,0
14,25,75,0,0,16,7,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.1704593628142,0
15,26,78,0,0,17,8,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4713079609685,0
16,27,81,0,0,18,9,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9328773598013,0
17,28,84,0,0,19,10,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.4039488186429,0
18,29,87,0,0,20,11,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.6486232368331,0
19,30,90,0,0,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.9666908767549,0
20,30,90,1,2,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999053753,71.0,637.9666908767549,0
21,30,90,2,4,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998654058,71.0,637.9666908767549,0
22,30,90,2,4,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998654058,71.0,637.9666908767549,0
23,30,90,2,4,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998654058,71.0,637.9666908767549,0
24,30,90,2,4,21,12,700,0.5,500,5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998654058,71.0,637.9666908767549,0
0,6,14,0,0,1,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8661613764605,0
8,16,48,0,0,10,4,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8721117974162,0
9,18,54,0,0,11,4,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8721117974162,0
10,19,57,0,0,12,5,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9404031237485,0
11,20,60,0,0,13,6,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.102535159335,0
12,22,66,0,0,14,6,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.102535159335,0
13,25,74,0,0,15,6,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.102535159335,0
14,26,78,0,0,16,6,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,644.102535159335,0
15,27,81,0,0,17,7,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.4088503119422,0
16,29,87,0,0,18,7,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.4088503119422,0
17,30,90,0,0,19,8,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.9160641264017,0
18,31,93,0,0,20,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.0264847168547,0
19,33,99,0,0,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.0264847168547,0
20,33,99,1,2,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,70.99999999056887,71.0,640.0264847168547,0
21,33,99,2,4,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658516,71.0,640.0264847168547,0
22,33,99,2,4,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658516,71.0,640.0264847168547,0
23,33,99,2,4,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658516,71.0,640.0264847168547,0
24,33,99,2,4,21,9,700,0.5,500,10,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658516,71.0,640.0264847168547,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,646.8662507239734,0
8,16,48,0,0,10,4,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,645.8529181879834,0
9,17,51,0,0,11,5,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,644.8292187565786,0
10,18,54,0,0,12,6,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,643.9730316050935,0
11,20,60,0,0,13,6,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,643.9730316050935,0
12,21,63,0,0,14,7,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,643.1137963936517,0
13,23,69,0,0,15,7,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,0.0,0.0,643.1137963936517,0
14,24,72,0,0,16,8,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,641.518751606276,0
15,25,75,0,0,17,9,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,640.8869602211645,0
16,26,78,0,0,18,10,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,640.0228802508124,0
17,27,81,0,0,19,11,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,638.4969256903362,0
18,28,84,0,0,20,12,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,637.7880162262899,0
19,29,87,0,0,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,71.0,71.0,637.2039770028124,0
20,29,87,1,2,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,70.99999999051624,71.0,637.2039770028124,0
21,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,67.39999998651031,71.0,637.2039770028124,0
22,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,67.39999998651031,71.0,637.2039770028124,0
23,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,67.39999998651031,71.0,637.2039770028124,0
24,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,1,300,0,0,67.39999998651031,71.0,637.2039770028124,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,646.7861677591767,0
9,18,54,0,0,11,4,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,645.8452000148362,0
10,20,60,0,0,12,4,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,645.8452000148362,0
11,22,66,0,0,13,4,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,645.8452000148362,0
12,24,72,0,0,14,4,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,645.8452000148362,0
13,25,75,0,0,15,5,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,0.0,0.0,644.7647673274286,0
14,26,78,0,0,16,6,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,642.996470153212,0
15,27,81,0,0,17,7,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,642.1348801330478,0
16,28,84,0,0,18,8,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,641.1599519946799,0
17,29,87,0,0,19,9,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,640.5207325555168,0
18,31,93,0,0,20,9,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,640.5207325555168,0
19,32,96,0,0,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,71.0,71.0,638.9599670783241,0
20,32,96,1,2,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,70.99999999056962,71.0,638.9599670783241,0
21,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,67.39999998658622,71.0,638.9599670783241,0
22,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,67.39999998658622,71.0,638.9599670783241,0
23,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,67.39999998658622,71.0,638.9599670783241,0
24,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,5,300,0,0,67.39999998658622,71.0,638.9599670783241,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
4,13,36,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,646.7862957759013,0
9,18,54,0,0,11,4,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,645.7696156860155,0
10,20,60,0,0,12,4,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,645.7696156860155,0
11,21,63,0,0,13,5,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,644.8038007234389,0
12,24,71,0,0,14,5,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,644.8038007234389,0
13,25,75,0,0,15,5,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,0.0,0.0,644.8038007234389,0
14,26,78,0,0,16,6,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,643.8880314269331,0
15,28,84,0,0,17,6,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,643.8880314269331,0
16,29,87,0,0,18,7,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,642.1630106477808,0
17,30,90,0,0,19,8,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,640.6376526191951,0
18,31,93,0,0,20,9,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,639.6993812954896,0
19,32,96,0,0,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,71.0,71.0,639.1389667563104,0
20,32,96,1,2,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,70.99999999056928,71.0,639.1389667563104,0
21,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,67.39999998658575,71.0,639.1389667563104,0
22,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,67.39999998658575,71.0,639.1389667563104,0
23,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,67.39999998658575,71.0,639.1389667563104,0
24,32,96,2,4,21,10,700,0.5,500,4.5,3.5,500,3.5,strong,10,300,0,0,67.39999998658575,71.0,639.1389667563104,0
0,6,14,0,0,1,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8691098929702,0
8,16,48,0,0,10,4,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8748631040727,0
9,17,51,0,0,11,5,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.8672673048823,0
10,18,54,0,0,12,6,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0111934866401,0
11,21,62,0,0,13,6,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0111934866401,0
12,23,68,0,0,14,6,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0111934866401,0
13,24,72,0,0,15,6,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0111934866401,0
14,25,75,0,0,16,7,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.1796827729366,0
15,26,78,0,0,17,8,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.2213149608694,0
16,27,81,0,0,18,9,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.6787239605535,0
17,28,84,0,0,19,10,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.0838652567355,0
18,29,87,0,0,20,11,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.3031027768578,0
19,30,90,0,0,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.628239170604,0
20,30,90,1,2,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,70.99999999053587,71.0,637.628239170604,0
21,30,90,2,4,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,67.39999998653822,71.0,637.628239170604,0
22,30,90,2,4,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,67.39999998653822,71.0,637.628239170604,0
23,30,90,2,4,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,67.39999998653822,71.0,637.628239170604,0
24,30,90,2,4,21,12,700,0.5,500,4.5,0.0,500,3.5,strong,2.5,300,0,0,67.39999998653822,71.0,637.628239170604,0
0,6,14,0,0,1,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8741650588998,0
8,16,48,0,0,10,4,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9540864711539,0
